"Naziv isplatitelja";"Datum";"Primatelj";"OIB";"Mjesto";"Proračunski korisnik";"Valuta";"Iznos na poziciji";"Pozicija";"Organizacijska klasifikacija";"Programska klasifikacija";"Izvor financiranja";"Ekonomska klasifikacija";"Funkcijska klasifikacija";"Broj računa";"Opis";"Datum računa";"Datum dospijeća";"IBAN";"Poziv na broj"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"BARBIĆ GOBO GABRIJELA- FM OBRT";"52368927132";"LABIN";;"EUR";"705.40";"R0420 Reprezentacija";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500001 Kulturne manifestacije Grada Labina";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329310 Reprezentacija";"0820 Službe kulture";"152-15-99999";"REPREZENTACIJA LITLINK FESTIVAL 7.10.2025., ID2135 25/0004666";"2025-10-25T00:00:00.000Z";"2025-11-23T00:00:00.000Z";"HR6123600001100938699";"HR01 0150152-2025-1"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"ZEDD SERVIS, VL. ZLATKO PUŽAR";"70915919554";"RAŠA";;"EUR";"705.00";"R0477-2 Subvencija dostave plina kućanstvima";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500002 Socijalna zaštita starijih, bolesnih i nemoćnih osoba";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372290 Ostale naknade iz proračuna u naravi";"1020 Starost";"60/1/1";"USLUGA PRIJEVOZAPLINSKIH BOCA ZA 10-11/2025 -ID 2686 25/0004643";"2025-12-15T00:00:00.000Z";"2025-12-15T00:00:00.000Z";"HR8024070001100665761";"HR00 60-1-1"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"ISTRA S.P. 1970  j.d.o.o.";"67994103963";"Fažana";;"EUR";"685.00";"R0454 Intelektualne i osobne usluge";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5004A500017 Božić u Labinu";"6.1.001    6. TEKUĆE DONACIJE";"323790 Ostale intelektualne usluge";"0820 Službe kulture";"30-01-1";"REDARSKE USLUGE ZAKONCERT 20.12.2025. - ID 273525/0004626";"2025-12-24T00:00:00.000Z";"2025-12-24T00:00:00.000Z";"HR5623600001103160380";"HR00 30-01-1"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"AUTOTRANS D.D.";"19819724166";"Cres";;"EUR";"661.20";"R0400-2 Naknade građanima i kućanstvima u naravi -sufinan.prijevoza učenika srednjih škola";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5002A500002 Pomoći u školovanju";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372210 Sufinanciranje cijene prijevoza";"0980 Usluge obrazovanja koje nisu drugdje svrstane";"6983-132-1-25";"SUFINANCIRANJE NA MVKZA 10/2025 - ID 2247 25/0004665";"2025-10-31T00:00:00.000Z";"2025-11-27T00:00:00.000Z";"HR8824840081103599193";"HR00 6983-132-125"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"LABIN 2000 D.O.O.";"93779491456";"LABIN";;"EUR";"627.20";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323790 Ostale intelektualne usluge";"0133 Ostale opće usluge";"311/1/1";"NAKNADA ZA ZAJED.JAVNU NABAVU GORIVO - ID 273325/0004672";"2025-11-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR2023400091110367599";"HR00 27-311-10"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"LLOYDS DIGITAL D.O.O.";"42238462344";"LABIN";;"EUR";"625.00";"R0010 Usluge tekućeg i investicijskog održavanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323290 Ostale usluge tekućeg i investicijskog održavanja";"0133 Ostale opće usluge";"33-11-2025";"ODRŽAVANJE STRANICA11/2025, ID 2450 25/0004660";"2025-11-28T00:00:00.000Z";"2025-12-28T00:00:00.000Z";"HR7024020061100720333";"HR00 33-11-2025"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"GEOGRUPA D.O.O.";"77967127694";"PULA";;"EUR";"623.38";"R0371 Usluge najma cloud sustava";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400005 Usluge pomoći izvršenja poslova komun. i promet. redarstva";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323540 Licence";"0360 Rashodi za javni red i sigurnost koji nisu drugdje svrstani";"333-1-1";"GIS SUSTAV I USLUGE11/2025 - ID 2706 25/0004607";"2025-12-22T00:00:00.000Z";"2026-01-06T00:00:00.000Z";"HR1223600001101997657";"HR00 25-0004607"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"PESTIC D.O.O. KRALJEVICA  PODUZEĆE ZA PROVOĐENJE SANITARNE ZAŠTITE";"47035026904";"KRALJEVICA";;"EUR";"587.50";"R0367 Usluga deratizacije i dezinfekcije";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400003 Mjere preventivne zaštite i veterinarske usluge";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323430 Deratizacija i dezinsekcija";"0560 Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani";"1145/1/1";"Usluga deratizacije idezinfekcije - SAMAČKI - ID2456 25/0004453";"2025-12-03T00:00:00.000Z";"2026-01-02T00:00:00.000Z";"HR8623600001101226436";"HR00 1394-1145-10"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"KONICA MINOLTA HRVATSKA D.O.O.";"31697259786";"ZAGREB";;"EUR";"425.75";"R0010 Usluge tekućeg i investicijskog održavanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323220 Usluge tekućeg i investicijskog održavanja postrojenja i opreme";"0133 Ostale opće usluge";"39266-01-1";"Mjesecna naknada IFRS- Spajanje na sustave nadzora -ID 246 25/0004654";"2025-11-30T00:00:00.000Z";"2025-12-08T00:00:00.000Z";"HR1624840081100446146";"HR00 26097-25-11102018"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"1.MAJ LABIN D.O.O. LABIN";"23557321379";"LABIN";;"EUR";"384.63";"R0350-29 Redovno održavanje staza, stepenica i ograda na javnim površinama";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400013 Održavanje javnih površina na kojima nije dopušten promet motornim vozilima";"4.6.001    4. KOMUNALNA NAKNADA";"323290 Ostale usluge tekućeg i investicijskog održavanja";"0560 Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani";"28204425/K01/105RAF";"POPRAVAK RUKOHVATA URAPCU KOD GROBLJA - ID 266825/0004591";"2025-11-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR3224020061100387143";"HR01 2044-01294619"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"ŠTUCIN ALEN OBRT PINGO";"13430342578";"LABIN";;"EUR";"382.46";"R0024 Ostali nespomenuti rashodi poslovanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100002 Redovna djelatnost  ureda gradonačelnika";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329990 Ostali nespomenuti rashodi poslovanja";"0133 Ostale opće usluge";"13/1/1";"PROTOKOLARNI POKLONI25 KOM - ID 2719 25/0004637";"2025-12-17T00:00:00.000Z";"2025-12-25T00:00:00.000Z";"HR3524020061100367301";"HR00 13-1-1"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"AUTOTRANS D.D.";"19819724166";"Cres";;"EUR";"350.00";"R0481 Subvencije troškova prijevoza";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500003 Socijalna zaštita obitelji";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372210 Sufinanciranje cijene prijevoza";"1060 Stanovanje";"7200-132-1-25";"Usluga prijevoza našihsugrađana povodom Svih svetih -01.11 25/0004664";"2025-11-14T00:00:00.000Z";"2025-11-28T00:00:00.000Z";"HR1023400091110238381";"HR00 7200-132-125"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"RADIO LABIN D.O.O.";"76567298947";"LABIN";;"EUR";"250.00";"R0020 Usluge promidžbe i informiranja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100002 Redovna djelatnost  ureda gradonačelnika";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323310 Elektronski mediji";"0133 Ostale opće usluge";"R751-1-1";"RADIO EMISIJA""LABINOTVORENO"" 11/2025, ID 247225/0004653";"2025-11-28T00:00:00.000Z";"2025-12-28T00:00:00.000Z";"HR6324850031100242218";"HR00 51119"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"LABIN 2000 D.O.O.";"93779491456";"LABIN";;"EUR";"239.23";"R0010 Usluge tekućeg i investicijskog održavanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323221 Usluge tekućeg i investicijskog održavanja - održavanje servera";"0133 Ostale opće usluge";"324/1/1";"ODRŽAVANJE SERVERSKOGSUSTAVA 12/2025 - ID 273025/0004629";"2025-12-12T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR2023400091110367599";"HR00 27-324-10"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"ŠTUCIN ALEN OBRT PINGO";"13430342578";"LABIN";;"EUR";"229.46";"R0042 Ostali nespomenuti rashodi poslovanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100005 Financiranje predstavničkih i izvršnih tijela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329993 Ost. nespomenuti rashodi - Održavanje sjednica vijeća i dr.";"0111 Izvršna  i zakonodavna tijela";"10/1/1";"PROPTOKOLARNI POKLONI15 KOMADA - ID 2720 25/0004636";"2025-12-17T00:00:00.000Z";"2025-12-25T00:00:00.000Z";"HR3524020061100367301";"HR00 10-1-1"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"1.MAJ LABIN D.O.O. LABIN";"23557321379";"LABIN";;"EUR";"207.56";"R0350-29 Redovno održavanje staza, stepenica i ograda na javnim površinama";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400013 Održavanje javnih površina na kojima nije dopušten promet motornim vozilima";"4.6.001    4. KOMUNALNA NAKNADA";"323290 Ostale usluge tekućeg i investicijskog održavanja";"0560 Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani";"28204325/K01/105RAF";"POSTAVA PROTUKLIZNIHTRAKA NA RAMPI ZA INV. KOD A.NEGRI - I 25/0004592";"2025-11-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR3224020061100387143";"HR01 2043-01294617"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"KONICA MINOLTA HRVATSKA D.O.O.";"31697259786";"ZAGREB";;"EUR";"202.85";"R0010 Usluge tekućeg i investicijskog održavanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323220 Usluge tekućeg i investicijskog održavanja postrojenja i opreme";"0133 Ostale opće usluge";"40815-01-1";"OBRAČUN MJESEČNIHSTRANICA ZA 11/25 - ID 246525/0004656";"2025-11-30T00:00:00.000Z";"2025-12-09T00:00:00.000Z";"HR1624840081100446146";"HR00 26097-25-11103565"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"DINO COMMERCE D.O.O.";"19176145523";"LABIN";;"EUR";"192.50";"R0006 Materijal i dijelovi za tekuće i investicijsko održavanje";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322430 Materijal i dijelovi za tekuće i investicijsko održavanje transportnih sredstava";"0133 Ostale opće usluge";"1252/POSL1/2";"DIJELOVI ZA SLUŽBENIAUTOMOBIL ŠKODA FABIJA, ID 209525/0003757";"2025-10-17T00:00:00.000Z";"2025-11-01T00:00:00.000Z";"HR5524020061100050430";"HR00 523-2501252"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"AIRNET D.O.O.";"54452565438";"RIJEKA";;"EUR";"187.50";"R0010 Usluge tekućeg i investicijskog održavanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323220 Usluge tekućeg i investicijskog održavanja postrojenja i opreme";"0133 Ostale opće usluge";"2660-P1-1";"ODRŽAVANJE WIFI4EUOPREME ZA 11/2025 - ID 242725/0004662";"2025-11-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR9524840081103677831";"HR01 304-01002660-20253"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"AUTOTRANS D.D.";"19819724166";"Cres";;"EUR";"187.50";"R0527-10 Usluge telefona, pošte i prijevoza";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5010A500003 Aktivnosti Zdravog grada";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323191 Ostale usluge za prijevoz - Autotrans - Rijeka";"0960 Dodatne usluge u obrazovanju";"6141-132-1-25";"Usluga prijevoza narelaciji Labin - Rabac -Labin -2 autobu 25/0004668";"2025-09-30T00:00:00.000Z";"2025-11-09T00:00:00.000Z";"HR8824840081103599193";"HR00 6141-132-125"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"Pino Mi j.d.o.o.";"52229594441";"LABIN";;"EUR";"185.00";"R0354 Održavanje stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323290 Ostale usluge tekućeg i investicijskog održavanja";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"93/1/1";"MONTAŽA I DEMONTAŽA WCŠKOLJKE SAMAČKI II. KAT - ID2697 25/0004604";"2025-12-18T00:00:00.000Z";"2026-01-02T00:00:00.000Z";"HR2823400091111129099";"HR00 39-93-10"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"SECURITY PROJEKTI LIVECAMCROATIA";"91261286963";"Novo Čiče";;"EUR";"175.00";"R0010 Usluge tekućeg i investicijskog održavanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323220 Usluge tekućeg i investicijskog održavanja postrojenja i opreme";"0133 Ostale opće usluge";"1043/PJ1/1";"USLUGA - LIVE STREAMSJEDNICA ZA 11/25, ID 244425/0004661";"2025-11-28T00:00:00.000Z";"2025-12-28T00:00:00.000Z";"HR7423600001102209747";"HR01 11043-2025-358"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"1.MAJ LABIN D.O.O. LABIN";"23557321379";"LABIN";;"EUR";"163.87";"R0366-21 Komunalne usluge-utrošak vode, smeća";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400009 Održavanje sportske dvorane";"4.6.001    4. KOMUNALNA NAKNADA";"323420 Iznošenje i odvoz smeća";"0810 Službe rekreacije i sporta";"105RAF-01--28-1954/25";"ODVOZ SMEĆA ZA 11/25 -SPORTSKA DVORANA - ID 245925/0004178";"2025-11-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR3224020061100387143";"HR01 1954-01294610"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"INA INDUSTRIJA NAFTE D.D.";"27759560625";"ZAGREB";;"EUR";"145.58";"R0005 Energija";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322311 Električna energija - Gradska uprava";"0133 Ostale opće usluge";"142462/IK/1";"GORIVO ZA SL. VOZILA16.11.-30.11.25. - ID 247925/0004651";"2025-11-30T00:00:00.000Z";"2026-01-02T00:00:00.000Z";"HR4723400091400010083";"HR01 327051-555051289677-4"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"LABIN 2000 D.O.O.";"93779491456";"LABIN";;"EUR";"137.81";"R0366-8 Usluge održavanja sportskih objekata";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400008 Održavanje igrališta";"4.6.001    4. KOMUNALNA NAKNADA";"323290 Ostale usluge tekućeg i investicijskog održavanja";"0810 Službe rekreacije i sporta";"306/1/1";"ODRŽAVANJE SPORTSKIHIGRALIŠTA OŠ MV - ID 273425/0004627";"2025-11-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR2023400091110367599";"HR00 27-306-10"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"ODVJETNIK BELUŠIĆ MARIJAN";"24699184696";"LABIN";;"EUR";"125.00";"R0212 Odvjetničke usluge";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323730 Usluge odvjetnika";"0112 Financijski i fiskalni poslovi";"102/100/001";"ODVJETNIČKE USLUGE -BRISANJA PRAVA ZALOGA UZ.K.UL.541 K.O. 25/0004256";"2025-12-04T00:00:00.000Z";"2026-01-03T00:00:00.000Z";"HR3424020061100181370";"HR00 102-100-001"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"DLS D.O.O.";"72954104541";"RIJEKA";;"EUR";"108.38";"R0076 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1003A100001 Civilna zaštita";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323790 Ostale intelektualne usluge";"0320 Usluge protupožarne zaštite";"602/01/251";"SUDJELOVANJE NASJEDNICI GV PETRA MEIXNER - ID2728 25/0004631";"2025-12-23T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR4623600001101456367";"HR00 602-01-251"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"NOVI LIST D.D.";"44110106406";"RIJEKA";;"EUR";"96.25";"R0350-13 Usluga oglašavanja u sredstvima javnog informiranja";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400012 Održavanje nerazvrstanih cesta";"4.6.001    4. KOMUNALNA NAKNADA";"323320 Tisak";"0451 Cestovni promet";"4125-1-101 B";"Objava Božićnognatječaja 03.12. - ID 252225/0004587";"2025-12-08T00:00:00.000Z";"2026-01-07T00:00:00.000Z";"HR5324020061100110121";"HR00 4125-1-101"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HRT HRVATSKA RADIOTELEVIZIJA";"68419124305";"ZAGREB";;"EUR";"95.58";"R0018-0 RTV pristojba";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329590 Ostale pristojbe i naknade";"0133 Ostale opće usluge";"4041001859-202512-6";"MJESEČNA PRISTOJBA ZA12/2025 - ID 2473 25/0004652";"2025-12-01T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR6223600001500016178";"HR01 4041001859-202512-6"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"ODVJETNIK BELUŠIĆ MARIJAN";"24699184696";"LABIN";;"EUR";"93.75";"R0212 Odvjetničke usluge";"200       01 UPRAVNI ODJEL ZA PRORAČUN I FINANCIJE";"L01 2001A200001 Zajednički troškovi upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323730 Usluge odvjetnika";"0112 Financijski i fiskalni poslovi";"103/100/001";"JAVNOBILJ. USLUGE -zastupanje u predmetuTrgovackog suda u 25/0004257";"2025-12-04T00:00:00.000Z";"2026-01-03T00:00:00.000Z";"HR3424020061100181370";"HR00 103-100-001"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"10.05";"R0005 Energija";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322313 Električna energija - Ostali";"0133 Ostale opće usluge";"2301013786-251121-4";"EL. ENERGIJA 11/2025 -ID 2506 25/0004675";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2301013786-251121-4"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"56.58";"R0358 Troškovi priključaka štandova i dr.";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"2301013786-251121-4";"EL. ENERGIJA 11/2025 -ID 2506 25/0004675";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2301013786-251121-4"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"20.11";"R0359 Troškovi priključaka poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"2301013786-251121-4";"EL. ENERGIJA 11/2025 -ID 2506 25/0004675";"2025-11-30T00:00:00.000Z";"2025-12-20T00:00:00.000Z";"HR4323900011500128056";"HR01 2301013786-251121-4"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"35.64";"R0359 Troškovi priključaka poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"2300088962-251121-8";"USLUGA ZA 11/25 -OB.M.TITA BB, JOAKIMA RAKOVCA 2- ID 2511 25/0004674";"2025-11-30T00:00:00.000Z";"2025-12-23T00:00:00.000Z";"HR4323900011500128056";"HR01 2300088962-251121-8"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"39.12";"R0493 Energija";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500007 Socijalna zaštita obitelji u nužnom smještaju";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322310 Električna energija";"1060 Stanovanje";"2300088962-251121-8";"USLUGA ZA 11/25 -OB.M.TITA BB, JOAKIMA RAKOVCA 2- ID 2511 25/0004674";"2025-11-30T00:00:00.000Z";"2025-12-23T00:00:00.000Z";"HR4323900011500128056";"HR01 2300088962-251121-8"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"HEP ELEKTRA D.O.O.";"43965974818";"ZAGREB";;"EUR";"10.55";"R0350-83 Energija";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4001A400020 Održavanje ostale komunalne infrastrukture";"4.6.001    4. KOMUNALNA NAKNADA";"322310 Električna energija";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"2300088962-251121-8";"USLUGA ZA 11/25 -OB.M.TITA BB, JOAKIMA RAKOVCA 2- ID 2511 25/0004674";"2025-11-30T00:00:00.000Z";"2025-12-23T00:00:00.000Z";"HR4323900011500128056";"HR01 2300088962-251121-8"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"TEB POSLOVNO SAVJETOVANJE D.O.O.";"99944170669";"ZAGREB";;"EUR";"80.00";"R0002 Stručno usavršavanje zaposlenika";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"321310 Seminari, savjetovanja i simpoziji";"0133 Ostale opće usluge";"11252-1-77";"WEBINAR 10.12.2025.GODIŠNJI POPIS IMOVINE - ID2729 25/0004630";"2025-12-12T00:00:00.000Z";"2025-12-25T00:00:00.000Z";"HR5623400091100180787";"HR02 11252-1420011"
"GRAD LABIN";"2025-12-31T00:00:00.000Z";"1.MAJ LABIN D.O.O. LABIN";"23557321379";"LABIN";;"EUR";"73.85";"R0024 Ostali nespomenuti rashodi poslovanja";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100002 Redovna djelatnost  ureda gradonačelnika";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"329910 Rashodi protokola (vijenci, cvijeće, svijeće i slično)";"0133 Ostale opće usluge";"101RAČ-01-2100-24-0647/25";"Cvijeće povodomobilježavanja smrti GiuseppineMartinuzzi  - 25/0004647";"2025-12-08T00:00:00.000Z";"2025-12-23T00:00:00.000Z";"HR3224020061100387143";"HR00 647-0129461"
